species;cultivar_variety;family;plant_functional_type;population_year;refkey;gm_original;gm_original_SD;gm_original_SE;number_of_measurements;unit_original;gm_1bar;gm;method;variant;method_reference;air_pressure;PPFD;blue_light;temperature;temperature_type;AnCi_min;AnCi_max;AnCi_n;Ca_gas_exchange;Ca_gm;Ci_calc;rH;VPD;O2;flow_rate;cuvette_size;device_gas_exchange;fluorometer_spectroscope;hour;leaves_used;growth_location;growth_longitude;growth_latitude;growth_elevation;growth_environment;hydroponic;potted;pot_size;growth_irradiance;growth_temperature_day;growth_temperature_night;growth_rH;growth_Ca;growth_daylength;plant_age;An;gs_CO2;Ci;Cc;Ci-Cc;Rd;Rl;photorespiration;Gammastar;Cistar;Vcmax_Ci;Vcmax_Ci_25;Vcmax_Cc;Vcmax_Cc_25;Rubisco_constants_Ci_reference;Rubisco_constants_Cc_reference;Jmax_Ci;Jmax_Cc;TPU;Vpmax;J_fluorescence;kCA_activity;CA_activity;Delta_18O;Delta_13C;delta_13C;bulk_elastic_modulus;K_leaf;K_xylem;K_outside_xylem;N_g_m2;N_%DW;K_g_m2;K_%DW;P_g_m2;P_%DW;N%_Rubisco;N%_bioenergetics;N%_light_harvesting;N%_photosynthetic_apparatus;N%_cell_wall;Soluble_Protein;Rubisco;Rubisco_activity;Rubisco_activation_state;Chl_a;Chl_b;Chl_total;Chl_a/b;leaf_starch_%DW;leaf_starch_g_m2;LMA;leaf_width;T_leaf;D_leaf;T_mesophyll;T_palisade_mesophyll;T_spongy_mesophyll;fias_mesophyll;interveinal_distance;T_epidermis_adaxial;T_epidermis_abaxial;stomatal_index;stomatal_density;stomatal_density_adaxial;stomatal_density_abaxial;stomatal_area;stomatal_area_adaxial;stomatal_area_abaxial;stomatal_length;stomatal_length_adaxial;stomatal_length_abaxial;stomatal_width;T_cw;T_cyt;T_chloroplast;chloroplast_length;chloroplast_width;chloroplast_surface_area;Sm;Sc;Sb;ls_rel;lm_rel;lb_rel;Ls;Lm;location_in_reference;outlier;included_in_Knauer_et_al_2022;mesophyll_thickness;stomatal_conductance;substomatal_conc;compensation_point;ias_conductance;mesophyll_conductance*;d_mesophyll_conductance*;d_stomatal_conductance;d_ias_conductance;gamma;dgamma_low;dgamma_high;tau;dtau_low;dtau_high
Oryza nivara;;Poaceae;C3 annual herbaceous;;Giuliani_2013;0,162;;0,042;;mol m-2 s-1 bar-1;0,149;0,108;F;variable J;Harley_1992;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;2,0;LI-6400XT;LI-6400-40;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;14,78;0,231;292,9;132,0;160,9;;;;;;;;;;;;;;;;;;;;;-27,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;75,2;;;;;0,243;;;;;;189,9;219,1;;;;;16,27;18,07;;0,16;;;;;;11,27;10,73;;;;;;;Table S3;0;1;62,09944454082647;0,231;292,9;39,8982;3,35879882077183;0,05841855670592067;0,005841855670592068;0,023100000000000002;0,335879882077183;0,13826400981015016;0,01969821698748822;0,019682005972290695;0,18848314435618743;0,012782801857068204;0,013818853691247052
Oryza officinalis;;Poaceae;C3 perennial herbaceous;;Giuliani_2013;0,336;;0,042;;mol m-2 s-1 bar-1;0,309;0,224;F;variable J;Harley_1992;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;2,0;LI-6400XT;LI-6400-40;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;21,62;0,3;278,9;173,2;105,8;;;;;;;;;;;;;;;;;;;;;-26,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;79,5;;;;;0,176;;;;;;349,4;414,1;;;;;11,7;12,33;;0,14;;;;;;10,73;9,73;;;;;;;Table S3;0;1;65,65034363026201;0,3;278,9;39,8982;2,3011297022377164;0,09045956976056249;0,009045956976056249;0,03;0,23011297022377164;0,2623757547158994;0,036503139744522684;0,03674817603126301;0,2857648948004587;0,020571932660773673;0,02079407274585121
Oryza punctata;;Poaceae;C3 annual herbaceous;;Giuliani_2013;0,458;;0,042;;mol m-2 s-1 bar-1;0,422;0,305;F;variable J;Harley_1992;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;2,0;LI-6400XT;LI-6400-40;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;21,5;0,232;253,3;142,0;111,3;;;;;;;;;;;;;;;;;;;;;-24,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;74,1;;;;;0,236;;;;;;308,0;383,6;;;;;12,33;10,97;;0,15;;;;;;10,85;10,35;;;;;;;Table S3;0;1;61,191075006319686;0,232;253,3;39,8982;3,31046769364066;0,100748915894805;0,010074891589480502;0,023200000000000002;0,331046769364066;0,14144885410528524;0,02171893152769684;0,022406972761762373;0,24980501753101894;0,01603567559418262;0,017429105663437167
Oryza rhizomatis;Accession IRGC 105950;Poaceae;C3 perennial herbaceous;;Giuliani_2013;0,253;;0,042;;mol m-2 s-1 bar-1;0,233;0,168;F;variable J;Harley_1992;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;2,0;LI-6400XT;LI-6400-40;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;22,8;0,231;255,9;157,7;98,3;;;;;;;;;;;;;;;;;;;;;-24,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;116,2;;;;;0,23;;;;;;302,9;368,3;;;;;10,07;9,93;;0,185;;;;;;19,2;18,8;;;;;;;Table S3;0;1;95,95685446335152;0,231;255,9;39,8982;2,0573930432158822;0,10555467593325611;0,010555467593325612;0,023100000000000002;0,20573930432158824;0,22811442878022536;0,03279976309585608;0,030827898448358038;0,3266520403653908;0,022906897145528016;0,023784306687481327
Oryza rufipogon;Accession PI 590421;Poaceae;C3 perennial herbaceous;;Giuliani_2013;0,483;;0,042;;mol m-2 s-1 bar-1;0,445;0,322;F;variable J;Harley_1992;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;2,0;LI-6400XT;LI-6400-40;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;25,56;0,283;256,5;204,1;52,3;;;;;;;;;;;;;;;;;;;;;-25,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;64,6;;;;;0,231;;;;;;348,9;450,0;;;;;11,13;9,23;;0,125;;;;;;11,57;11,13;;;;;;;Table S3;0;1;53,346065390124856;0,283;256,5;39,8982;3,716849881855522;0,11800455951889596;0,011800455951889596;0,0283;0,3716849881855522;0,15441463422127652;0,020246735475572847;0,01826223108670577;0,2549933904721907;0,018015047882520424;0,01805697017167429
Oryza rufipogon;Accession PI 590421;Poaceae;C3 perennial herbaceous;;Giuliani_2013;0,457;;;;mol m-2 s-1 bar-1;0,421;0,304;I;single point;Evans_1986;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;;LI-6400XT;TGA200A;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;25,56;0,283;256,5;204,1;52,3;;;;;;;;;;;;;;;;;;;;;-25,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;64,6;;;;;0,231;;;;;;348,9;450,0;;;;;11,13;9,23;;0,125;;;;;;11,57;11,13;;;;;;;Text page 1648;0;1;53,346065390124856;0,283;256,5;39,8982;3,716849881855522;0,11800455951889596;0,011800455951889596;0,0283;0,3716849881855522;0,15334715488671766;0,02214326664648919;0,02104482171603067;0,25576212520177505;0,01758237187228695;0,017834327962088226
Oryza sativa;Accession IR64;Poaceae;C3 annual herbaceous;;Giuliani_2013;0,368;;0,042;;mol m-2 s-1 bar-1;0,339;0,245;F;variable J;Harley_1992;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;2,0;LI-6400XT;LI-6400-40;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;25,56;0,357;275,1;198,7;76,4;;;;;;;;;;;;;;;;;;;;;-26,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;67,1;;;;;0,168;;;;;;342,3;382,9;;;;;12,73;11,93;;0,17;;;;;;12,51;10,41;;;;;;;Table S3;0;1;55,41054160491297;0,357;275,1;39,8982;2,602449558248115;0,10867263770940527;0,010867263770940529;0,0357;0,2602449558248115;0,2783354630203453;0,038154226779048284;0,03936573408649474;0,29475588951315035;0,021018169302489953;0,022337207360823397
Oryza sativa;cv. IR64;Poaceae;C3 annual herbaceous;;Giuliani_2013;0,342;;;;mol m-2 s-1 bar-1;0,315;0,228;I;single point;Evans_1986;92,1;1500,0;10,0;30,0;leaf;20,0;1498,0;;380,0;380,0;;70,0;1,25;20,0;;;LI-6400XT;TGA200A;09:00-16:00;mid-distal portion of each leaf blade;;;;;controlled-environment growth chamber;0;1;3,0;1100,0;28,0;25,0;70,0;;12,0;30,0;25,56;0,357;275,1;198,7;76,4;;;;;;;;;;;;;;;;;;;;;-26,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;67,1;;;;;0,168;;;;;;342,3;382,9;;;;;12,73;11,93;;0,17;;;;;;12,51;10,41;;;;;;;Text page 1648;0;1;55,41054160491297;0,357;275,1;39,8982;2,602449558248115;0,10867263770940527;0,010867263770940529;0,0357;0,2602449558248115;0,2759653270325776;0,03770108078802614;0,038542062210416284;0,293542599362816;0,020580951459134078;0,022590259952144198
Oryza sativa;cv. Nipponbare;Poaceae;C3 annual herbaceous;;Ellsworth_2018;0,57;;0,017;;mol m-2 s-1 bar-1;0,525;0,525;I;;Evans_2013;92,1;864,0;;25,0;leaf;45,0;2000,0;;380,0;380,0;;68,0;1,0;2,0;300,0;6,0;LI-6400XT;TGA 100A;;midportions of uppermost fully expanded leaves;Pullman, WA, USA;;;;controlled-environment growth chamber;0;1;7,5;1000,0;26,0;22,0;70,0;;14,0;32,0;28,75;0,247;250,8;194,9;55,9;1,04;;;;;;;72,2;72,2;Makino_1988;;;156,7;;;;;;;;-27,1;;;;;;;;;;;;;;;;;;;;0,545;0,136;0,681;4,2;;;62,2;;109,6;;;;;0,175;;;;;;358,0;387,0;;;;;;;;0,17;;;;;;18,0;17,6;;;;;;;Table 2: 1000 growth PPFD, WT only (first column);0;1;90,50663725631092;0,247;250,8;39,8982;1,6596750053076386;0,13631936759193142;0,013631936759193143;0,0247;0,16596750053076387;0,30173155915749955;0,04337834090226411;0,04265239201000781;0,41831630910897843;0,02484514526873821;0,027270758263338357
Oryza sativa;cv. Shanyou 63;Poaceae;C3 annual herbaceous;;Lu_2019b;0,129;;0,007;6,0;mol m-2 s-1;0,129;0,129;F;variable J;Harley_1992;;1200,0;10,0;25,0;leaf;50,0;1000,0;;400,0;400,0;;45,0;1,74;;500,0;;LI-6400XT;LI-6400-40;;nonsenescent fully expanded leaves;;;;;environmentally controlled growth chamber;1;0;;600,0;28,0;22,0;45,0;380,0;14,0;35,0;16,2;0,131;;;;;;;;;;;;;;;;;;;174,0;;;;;;;8,8;16,8;18,6;;;0,703;2,01;;;;;;;;;;;;;;;;;;35,0;19,3;184,2;0,2;;;;0,204;;;;;;;;;;;;;;;0,18;;;;;;15,3;13,06;;;;;;;Table 2: CK (Control);0;1;152,1106075055882;0,131;276,33587786259545;39,8982;1,1511610869759674;0,06851699841771643;0,006851699841771643;0,0131;0,11511610869759675;0,22760367170647713;0,03006718414285381;0,030158314987507623;0,35132404956328955;0,02703217548247261;0,02495137329135111
Oryza sativa;cv. Shanyou 63;Poaceae;C3 annual herbaceous;;Xie_2020;0,15;0,01;;4,0;mol m-2 s-1;0,15;0,131;F;variable J;Harley_1992;;1500,0;;27,0;leaf;25,0;1200,0;11,0;400,0;400,0;;55,0;1,6;;500,0;;LI-6400XT;LI-6400-40;09:00-14:00;second fully expanded leaf;Nanjing, China;;;;greenhouse;1;1;6,5;;28,0;20,0;60,0;;14,0;53,0;21,4;0,288;305,0;165,0;140,0;;;;;;;;203,0;170,31;;;;183,0;;;;;;;;;;;;;1,525;4,201;1,029;2,835;;;65,8;8,2;4,1;;;;;;;;;0,132;;;;36,3;;81,8;;;;;0,236;;;;;;;;;;;;;;;0,126;;;;;;13,8;13,0;;;;;;;Table 2: N_2.86 and K1 treatment;0;1;67,54966174786708;0,288;305,0;39,8982;2,998846651574241;0,08072370689297469;0,008072370689297469;0,0288;0,2998846651574241;0,19618700345415105;0,028231644125090993;0,02893423225483477;0,2356128346614048;0,017538147964448858;0,01665752228469386
Oryza sativa;genotype Champa;Poaceae;C3 annual herbaceous;;Ye_2020;0,27;;0,02;;mol m-2 s-1;0,27;0,222;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;25,7;0,208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,28;2,85;;;;;;;;;;;;;;;;0,473;;1,17;0,526;45,0;;200,0;0,23;;;;0,173;;;;;;;;;;;;;;;0,243;;;;;;10,5;9,2;;;;;;;Table 1;0;1;165,1580971830491;0,208;276,4423076923077;39,8982;0,8991075954467734;0,10864781308959975;0,010864781308959976;0,0208;0,08991075954467735;0,4631460907291518;0,06451454200847423;0,061770090498532104;0,5130891265515863;0,03851347618768347;0,034833997008629325
Oryza sativa;genotype Huanghuazhan;Poaceae;C3 annual herbaceous;;Ye_2020;0,23;;0,02;;mol m-2 s-1;0,23;0,189;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;29,3;0,289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,53;2,68;;;;;;;;;;;;;;;;0,459;;2,28;1,306;57,3;;350,0;0,17;;;;0,183;;;;;;;;;;;;;;;0,262;;;;;;19,2;18,8;;;;;;;Table 1;0;1;289,0266700703359;0,289;298,61591695501727;39,8982;0,5434737901461918;0,1132508447618001;0,011325084476180011;0,0289;0,05434737901461918;1,0638819922955542;0,13959735891840497;0,14758059999764428;0,6937573079170645;0,050011397232276544;0,04808553184287534
Oryza sativa;genotype Huayou 675;Poaceae;C3 annual herbaceous;;Ye_2020;0,34;;0,01;;mol m-2 s-1;0,34;0,279;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;29,8;0,303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,48;3,04;;;;;;;;;;;;;;;;0,439;;1,61;0,786;48,8;;170,0;0,29;;;;0,177;;;;;;;;;;;;;;;0,287;;;;;;8,6;7,8;;;;;;;Table 1;0;1;140,38438260559172;0,303;301,65016501650166;39,8982;1,0822308357298804;0,11384823796116034;0,011384823796116035;0,0303;0,10822308357298804;0,5710504373203501;0,0797239910282258;0,07679149810048524;0,4755243652566528;0,03614184837201434;0,03384997432793185
Oryza sativa;genotype Kirmizi Celtik;Poaceae;C3 annual herbaceous;;Ye_2020;0,27;;0,04;;mol m-2 s-1;0,27;0,222;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;18,1;0,123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,42;2,84;;;;;;;;;;;;;;;;0,518;;1,33;0,662;49,8;;200,0;0,25;;;;0,151;;;;;;;;;;;;;;;0,231;;;;;;9,7;9,1;;;;;;;Table 1;0;1;165,1580971830491;0,123;252,84552845528452;39,8982;0,784770213366837;0,08499754437539567;0,008499754437539567;0,0123;0,07847702133668372;0,31530023868780765;0,04777251318502018;0,0438896462970822;0,4863281311799609;0,036924381959727526;0,03387078257312748
Oryza sativa;genotype Nucleoryza;Poaceae;C3 annual herbaceous;;Ye_2020;0,31;;0,05;;mol m-2 s-1;0,31;0,254;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;28,1;0,288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,53;3,12;;;;;;;;;;;;;;;;0,407;;1,55;0,763;49,2;;190,0;0,25;;;;0,248;;;;;;;;;;;;;;;0,198;;;;;;10,0;9,8;;;;;;;Table 1;0;1;156,90019232389665;0,288;302,43055555555554;39,8982;1,3567306581734095;0,10703442606354721;0,010703442606354722;0,0288;0,13567306581734095;0,4304456944790305;0,061765526869540066;0,05686818383417436;0,4057559244380688;0,02884744511245818;0,030324909544603873
Oryza sativa;genotype Sab Ini;Poaceae;C3 annual herbaceous;;Ye_2020;0,21;;0,04;;mol m-2 s-1;0,21;0,172;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;28,0;0,217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,83;3,46;;;;;;;;;;;;;;;;0,683;;1,56;0,827;53,0;;190,0;0,28;;;;0,182;;;;;;;;;;;;;;;0,285;;;;;;9,4;8,6;;;;;;;Table 1;0;1;156,90019232389665;0,217;270,9677419354839;39,8982;0,995665241078873;0,12117564160757188;0,01211756416075719;0,0217;0,0995665241078873;0,43895264691988417;0,06223620968408894;0,060616112698455904;0,5182646479861951;0,038134815308351055;0,03701623387531461
Oryza sativa;genotype Teqing;Poaceae;C3 annual herbaceous;;Ye_2020;0,28;;0,05;;mol m-2 s-1;0,28;0,23;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;30,8;0,303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,41;3,0;;;;;;;;;;;;;;;;0,498;;1,62;0,76;46,9;;290,0;0,16;;;;0,188;;;;;;;;;;;;;;;0,205;;;;;;14,6;14,1;;;;;;;Table 1;0;1;239,4792409154212;0,303;298,34983498349834;39,8982;0,6738378630416322;0,11917123295415222;0,011917123295415222;0,0303;0,06738378630416322;0,900305495328786;0,12518464936135998;0,12145570080325874;0,6319999501518898;0,051558719176093004;0,048513633779631804
Oryza sativa;genotype Yongyou 12;Poaceae;C3 annual herbaceous;;Ye_2020;0,18;;0,04;;mol m-2 s-1;0,18;0,148;F;variable J;Harley_1992;;1500,0;;28,0;leaf;;;;400,0;400,0;;;;;500,0;;LI-6400XT;LI-6400-40;08:00-12:00;newly expanded flag leaves;;114,37;30,48;;outdoors;0;1;11,0;;;;;;;;22,3;0,235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,46;2,03;;;;;;;;;;;;;;;;0,445;;1,77;1,269;71,7;;330,0;0,21;;;;0,203;;;;;;;;;;;;;;;0,33;;;;;;19,3;18,7;;;;;;;Table 1;0;1;272,51086035203105;0,235;305,1063829787234;39,8982;0,6394073984084604;0,08408488663333984;0,008408488663333984;0,0235;0,06394073984084604;0,7512330055807611;0,11531193119871697;0,11118201103621594;0,5363889714360166;0,0410140662607798;0,04289209448609188
Oryza sativa;ssp. Indica, vs. 9311;Poaceae;C3 annual herbaceous;;Gong_2015;0,19;0,03;;3,0;mol m-2 s-1;0,19;0,109;F;variable J;Harley_1992;;1200,0;;35,0;air;0,0;1000,0;8,0;380,0;380,0;;80,0;1,12;;;;LI-6400;;09:00-11:00;expanded flag leaves;;114,52;30,53;;field grown;0;0;;;;;;;;97,0;13,3;0,15;267,0;196,0;71,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,32;;;;50,3;;90,8;;80,0;;;0,153;;;;39,86;;;74,4;;;;;;;;0,169;;;;;;18,8;17,4;;;;;;;Table 1: WT;0;1;80,0;0,15;267,0;39,8982;1,6415982400941345;0,05856404484684842;0,0058564044846848426;0,015;0,16415982400941345;0,1845341620647409;0,024294426527206342;0,02587153370845849;0,26954557412291685;0,02005731040983122;0,019291569523440077
Oryza sativa;ssp. japonica, cv. Amaroo;Poaceae;C3 annual herbaceous;;Scafaro_2011;0,82;;;;mol m-2 s-1 bar-1;0,82;0,82;I;;Tazoe_2011;;1500,0;;25,0;leaf;;;;380,0;380,0;;;;21,0;;;LI-6400;TGA100A;;healthy, fully expanded leaves;;;;;glasshouse;0;1;10,0;;28,0;22,0;;;;52,0;31,33;;290,2;;;;;;;;;;;;;;;;;;;;;;20,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75,5;;63,4;;;0,115;;;;;;;;;;;;;;;0,148;;;;;6,5;15,0;13,8;;;;;;;Text on page 2002 (also shown in Figure 4a);0;1;63,4;0,3488864142538975;290,2;39,8982;1,5569476720960431;0,12516889610861767;0,012516889610861767;0,03488864142538975;0,15569476720960432;0,4491177853257797;0,06193592465161585;0,06064533102474795;0,41519789733369383;0,0315133049211882;0,031554170057499165
Oryza sativa;var. BTK-a (inbred line from Takanari and Koshihikari);Poaceae;C3 annual herbaceous;;Adachi_2013;0,338;0,012;;4,0;mol m-2 s-1;0,338;0,244;F;variable J;Harley_1992;;2000,0;;30,0;leaf;;;;370,0;370,0;;66,0;1,45;;;;LI-6400;LI-6400-40;;flag leaves;;;;;outdoors;0;1;12,0;;;;;;;;38,79;0,795;;;;;0,63;;42,0;;;;;;;;;;;;;;;;;;;;;;2,12;;;;;;;;;;;;3,72;;;;;;;;;;;;;111,0;;;0,204;;;;;;;;;;;;;;;0,155;;;;;;30,2;28,4;;;;;;;Figure 5;0;1;111,0;0,795;321,20754716981133;39,8982;1,5775118223126818;0,13789090334273382;0,013789090334273384;0,07950000000000002;0,1577511822312682;1,0185171267799746;0,14296610639783058;0,1323096003606059;0,4328499111736737;0,031301988850096885;0,031395896027431036
Oryza sativa;var. BTK-b (inbred line from Takanari and Koshihikari);Poaceae;C3 annual herbaceous;;Adachi_2013;0,333;0,022;;4,0;mol m-2 s-1;0,333;0,241;F;variable J;Harley_1992;;2000,0;;30,0;leaf;;;;370,0;370,0;;66,0;1,45;;;;LI-6400;LI-6400-40;;flag leaves;;;;;outdoors;0;1;12,0;;;;;;;;37,4;0,668;;;;;0,69;;45,1;;;;;;;;;;;;;;;;;;;;;;1,99;;;;;;;;;;;;3,48;;;;;;;;;;;;;123,0;;;0,22;;;;;;;;;;;;;;;0,155;;;;;;29,4;27,6;;;;;;;Figure 5;0;1;123,0;0,668;314,0119760479042;39,8982;1,535263777334437;0,13643969500264722;0,013643969500264723;0,06680000000000001;0,15352637773344371;0,8831907529323186;0,11301776304465527;0,11249489502804777;0,4370481837543655;0,031128085322814247;0,03179931101168454
Oryza sativa;var. Kinuhikari;Poaceae;C3 annual herbaceous;;Hanba_2004b;0,193;;;;mol m-2 s-1;0,193;0,193;I;sugar;Scartazza_1998;;740,0;;25,0;leaf;;;;350,0;350,0;;74,0;0,83;;;;;;;;;;;;controlled environment growth chamber;0;1;;150,0;25,0;25,0;60,0;;14,0;80,0;17,3;0,33;290,0;199,0;91,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,0;;;0,26;;;;;;;511,0;;;;;;19,4;;0,13;;;;;;19,0;14,0;;;;;;;Figure 2: wild type;0;1;43,0;0,33;290,0;39,8982;5,190035475597812;0,06917183322950894;0,006917183322950895;0,033;0,5190035475597812;0,12678752428894433;0,017242019376423334;0,017529509170577495;0,16510711882273557;0,011305513810871609;0,011437634047954698
Oryza sativa;var. Takanari;Poaceae;C3 annual herbaceous;;Adachi_2013;0,256;0,032;;4,0;mol m-2 s-1;0,256;0,185;F;variable J;Harley_1992;;2000,0;;30,0;leaf;;;;370,0;370,0;;66,0;1,45;;;;LI-6400;LI-6400-40;;flag leaves;;;;;outdoors;0;1;12,0;;;;;;;;32,85;0,77;;;;;0,63;;42,9;;;;;;;;;;;;;;;;;;;;;;2,07;;;;;;;;;;;;3,56;;;;;;;;;;;;;109,0;;;0,226;;;;;;;;;;;;;;;0,156;;;;;;21,2;19,0;;;;;;;Figure 5;0;1;109,0;0,77;327,3376623376623;39,8982;1,7797023553937732;0,11428493406173396;0,011428493406173397;0,07700000000000001;0,17797023553937732;0,8775363778265898;0,12868608330252684;0,11958404182498572;0,3655190881077315;0,026430662386431214;0,02437713104282352
Paphiopedilum armeniacum;;Orchidaceae;C3 perennial herbaceous;;Yang_2018a;0,02;;;;mol m-2 s-1;0,02;0,02;F;variable J;Harley_1992;;400,0;;25,0;leaf;0,0;2000,0;;380,0;380,0;;60,0;1,5;;;2,0;;LI-6400-40;;fully expanded and healthy leaves (2 years old);;;;;greenhouse;0;0;;800,0;22,5;12,5;75,0;;;;2,95;0,05;269,9;91,5;178,4;0,86;;;;;27,8;27,8;;;;;;;;;34,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124,3;;910,1;;526,3;;;0,19;;280,6;72,2;;;;30,6;;;1645,0;;;;;0,92;;;;;;4,21;2,19;;;;;;;Appendix S3;1;0;526,3;0,05;269,9;39,8982;0,30987437579936944;0,01282598657923547;0,001282598657923547;0,005000000000000001;0,030987437579936945;0,3220009175561032;0,04427578358823181;0,04818647671714549;0,29244007352611834;0,02055441158212934;0,020128820581538143
Paphiopedilum dianthum;;Orchidaceae;C3 perennial herbaceous;;Yang_2018a;0,01;;;;mol m-2 s-1;0,01;0,01;F;variable J;Harley_1992;;400,0;;25,0;leaf;0,0;2000,0;;380,0;380,0;;60,0;1,5;;;2,0;;LI-6400-40;;fully expanded and healthy leaves (2 years old);;;;;greenhouse;0;0;;800,0;22,5;12,5;75,0;;;;1,94;0,03;243,5;62,7;180,8;0,98;;;;;47,0;47,0;;;;;;;;;38,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;151,8;;1205,0;;664,6;;;0,23;;429,5;69,4;;;;47,4;;;1202,0;;;;;0,97;;;;;;3,34;1,92;;;;;;;Appendix S3;1;0;664,6;0,03;243,5;39,8982;0,2970523093917819;0,009528402990543305;0,0009528402990543306;0,003;0,029705230939178193;0,2048638155834335;0,029995790876459733;0,0292353632889098;0,2576891718801148;0,017755943570212845;0,0189623924757798
